source,agenda_score,follower_score,times_first,times_follower,topics_total,news_count,role,last_update,cycle
okdiario,46.4,53.6,13,15,28,274,Marcador de agenda,2026-03-07 19:31,2026-03-07 19:31
eldiario,43.6,56.4,17,22,39,168,Marcador de agenda,2026-03-07 19:31,2026-03-07 19:31
elmundo_espana,42.9,57.1,3,4,7,55,Marcador de agenda,2026-03-07 19:31,2026-03-07 19:31
google_news_politica,40.0,60.0,6,9,15,69,Marcador de agenda,2026-03-07 19:31,2026-03-07 19:31
elespanol,38.5,61.5,10,16,26,72,Mixto,2026-03-07 19:31,2026-03-07 19:31
elmundo,38.1,61.9,8,13,21,85,Mixto,2026-03-07 19:31,2026-03-07 19:31
levante_emv,33.3,66.7,12,24,36,197,Mixto,2026-03-07 19:31,2026-03-07 19:31
elpais,33.3,66.7,16,32,48,254,Mixto,2026-03-07 19:31,2026-03-07 19:31
elcorreo,31.8,68.2,7,15,22,153,Mixto,2026-03-07 19:31,2026-03-07 19:31
20minutos,30.5,69.5,18,41,59,338,Mixto,2026-03-07 19:31,2026-03-07 19:31
elconfidencial,27.3,72.7,3,8,11,28,Mixto,2026-03-07 19:31,2026-03-07 19:31
heraldo_aragon,22.0,78.0,9,32,41,423,Mixto,2026-03-07 19:31,2026-03-07 19:31
infolibre,19.0,81.0,4,17,21,76,Seguidor,2026-03-07 19:31,2026-03-07 19:31
maldita,0.0,100.0,0,1,1,27,Seguidor,2026-03-07 19:31,2026-03-07 19:31
elmundo_internacional,0.0,100.0,0,1,1,36,Seguidor,2026-03-07 19:31,2026-03-07 19:31
elpais_internacional,0.0,100.0,0,1,1,19,Seguidor,2026-03-07 19:31,2026-03-07 19:31
newtral,75.0,25.0,3,1,4,13,Marcador de agenda,2026-03-07 20:01,2026-03-07 20:01
france24_es,66.7,33.3,6,3,9,79,Marcador de agenda,2026-03-07 20:01,2026-03-07 20:01
google_news_es,62.3,37.7,48,29,77,280,Marcador de agenda,2026-03-07 20:01,2026-03-07 20:01
bbc_mundo,57.1,42.9,4,3,7,34,Marcador de agenda,2026-03-07 20:01,2026-03-07 20:01
okdiario,53.1,46.9,17,15,32,279,Marcador de agenda,2026-03-07 20:01,2026-03-07 20:01
lavanguardia,50.9,49.1,28,27,55,327,Marcador de agenda,2026-03-07 20:01,2026-03-07 20:01
europapress,50.0,50.0,5,5,10,29,Marcador de agenda,2026-03-07 20:01,2026-03-07 20:01
eldiario,50.0,50.0,19,19,38,168,Marcador de agenda,2026-03-07 20:01,2026-03-07 20:01
elpais_internacional,50.0,50.0,1,1,2,18,Marcador de agenda,2026-03-07 20:01,2026-03-07 20:01
huffington_es,45.0,55.0,9,11,20,106,Marcador de agenda,2026-03-07 20:01,2026-03-07 20:01
elmundo_espana,42.9,57.1,3,4,7,55,Marcador de agenda,2026-03-07 20:01,2026-03-07 20:01
elmundo,42.1,57.9,8,11,19,86,Marcador de agenda,2026-03-07 20:01,2026-03-07 20:01
elcorreo,38.9,61.1,7,11,18,158,Mixto,2026-03-07 20:01,2026-03-07 20:01
expansion,37.5,62.5,6,10,16,107,Mixto,2026-03-07 20:01,2026-03-07 20:01
google_news_politica,33.3,66.7,5,10,15,67,Mixto,2026-03-07 20:01,2026-03-07 20:01
elpais,32.7,67.3,17,35,52,256,Mixto,2026-03-07 20:01,2026-03-07 20:01
20minutos,30.9,69.1,17,38,55,344,Mixto,2026-03-07 20:01,2026-03-07 20:01
levante_emv,29.7,70.3,11,26,37,201,Mixto,2026-03-07 20:01,2026-03-07 20:01
elespanol,27.3,72.7,6,16,22,72,Mixto,2026-03-07 20:01,2026-03-07 20:01
heraldo_aragon,26.8,73.2,11,30,41,432,Mixto,2026-03-07 20:01,2026-03-07 20:01
elconfidencial,20.0,80.0,2,8,10,29,Mixto,2026-03-07 20:01,2026-03-07 20:01
infolibre,10.5,89.5,2,17,19,75,Seguidor,2026-03-07 20:01,2026-03-07 20:01
maldita,0.0,100.0,0,1,1,27,Seguidor,2026-03-07 20:01,2026-03-07 20:01
elmundo_internacional,0.0,100.0,0,1,1,35,Seguidor,2026-03-07 20:01,2026-03-07 20:01
france24_es,66.7,33.3,8,4,12,79,Marcador de agenda,2026-03-07 20:31,2026-03-07 20:31
newtral,66.7,33.3,2,1,3,13,Marcador de agenda,2026-03-07 20:31,2026-03-07 20:31
google_news_es,66.7,33.3,54,27,81,284,Marcador de agenda,2026-03-07 20:31,2026-03-07 20:31
okdiario,51.5,48.5,17,16,33,284,Marcador de agenda,2026-03-07 20:31,2026-03-07 20:31
lavanguardia,50.8,49.2,30,29,59,332,Marcador de agenda,2026-03-07 20:31,2026-03-07 20:31
europapress,50.0,50.0,5,5,10,30,Marcador de agenda,2026-03-07 20:31,2026-03-07 20:31
elcorreo,50.0,50.0,9,9,18,162,Marcador de agenda,2026-03-07 20:31,2026-03-07 20:31
bbc_mundo,50.0,50.0,3,3,6,34,Marcador de agenda,2026-03-07 20:31,2026-03-07 20:31
huffington_es,45.8,54.2,11,13,24,109,Marcador de agenda,2026-03-07 20:31,2026-03-07 20:31
elmundo_espana,42.9,57.1,3,4,7,55,Marcador de agenda,2026-03-07 20:31,2026-03-07 20:31
eldiario,41.0,59.0,16,23,39,168,Marcador de agenda,2026-03-07 20:31,2026-03-07 20:31
google_news_politica,40.0,60.0,6,9,15,67,Marcador de agenda,2026-03-07 20:31,2026-03-07 20:31
expansion,37.5,62.5,6,10,16,109,Mixto,2026-03-07 20:31,2026-03-07 20:31
elmundo,36.8,63.2,7,12,19,87,Mixto,2026-03-07 20:31,2026-03-07 20:31
elespanol,36.0,64.0,9,16,25,73,Mixto,2026-03-07 20:31,2026-03-07 20:31
levante_emv,31.7,68.3,13,28,41,211,Mixto,2026-03-07 20:31,2026-03-07 20:31
elpais,31.4,68.6,16,35,51,260,Mixto,2026-03-07 20:31,2026-03-07 20:31
elconfidencial,27.3,72.7,3,8,11,29,Mixto,2026-03-07 20:31,2026-03-07 20:31
20minutos,27.1,72.9,16,43,59,351,Mixto,2026-03-07 20:31,2026-03-07 20:31
heraldo_aragon,25.0,75.0,10,30,40,441,Mixto,2026-03-07 20:31,2026-03-07 20:31
infolibre,14.3,85.7,3,18,21,69,Seguidor,2026-03-07 20:31,2026-03-07 20:31
maldita,0.0,100.0,0,1,1,27,Seguidor,2026-03-07 20:31,2026-03-07 20:31
elpais_internacional,0.0,100.0,0,1,1,18,Seguidor,2026-03-07 20:31,2026-03-07 20:31
elmundo_internacional,0.0,100.0,0,1,1,35,Seguidor,2026-03-07 20:31,2026-03-07 20:31
france24_es,60.0,40.0,6,4,10,79,Marcador de agenda,2026-03-07 21:01,2026-03-07 21:01
europapress,55.6,44.4,5,4,9,30,Marcador de agenda,2026-03-07 21:01,2026-03-07 21:01
elcorreo,55.0,45.0,11,9,20,172,Marcador de agenda,2026-03-07 21:01,2026-03-07 21:01
google_news_es,53.8,46.2,42,36,78,289,Marcador de agenda,2026-03-07 21:01,2026-03-07 21:01
lavanguardia,51.7,48.3,31,29,60,337,Marcador de agenda,2026-03-07 21:01,2026-03-07 21:01
bbc_mundo,50.0,50.0,3,3,6,34,Marcador de agenda,2026-03-07 21:01,2026-03-07 21:01
newtral,50.0,50.0,2,2,4,13,Marcador de agenda,2026-03-07 21:01,2026-03-07 21:01
elmundo_espana,50.0,50.0,3,3,6,55,Marcador de agenda,2026-03-07 21:01,2026-03-07 21:01
huffington_es,47.8,52.2,11,12,23,109,Marcador de agenda,2026-03-07 21:01,2026-03-07 21:01
google_news_politica,46.7,53.3,7,8,15,68,Marcador de agenda,2026-03-07 21:01,2026-03-07 21:01
elmundo,45.0,55.0,9,11,20,90,Marcador de agenda,2026-03-07 21:01,2026-03-07 21:01
eldiario,44.7,55.3,17,21,38,171,Marcador de agenda,2026-03-07 21:01,2026-03-07 21:01
expansion,43.8,56.2,7,9,16,117,Marcador de agenda,2026-03-07 21:01,2026-03-07 21:01
okdiario,42.9,57.1,15,20,35,287,Marcador de agenda,2026-03-07 21:01,2026-03-07 21:01
elpais,36.4,63.6,20,35,55,264,Mixto,2026-03-07 21:01,2026-03-07 21:01
20minutos,33.3,66.7,20,40,60,358,Mixto,2026-03-07 21:01,2026-03-07 21:01
elespanol,33.3,66.7,8,16,24,74,Mixto,2026-03-07 21:01,2026-03-07 21:01
levante_emv,31.0,69.0,13,29,42,216,Mixto,2026-03-07 21:01,2026-03-07 21:01
elconfidencial,27.3,72.7,3,8,11,29,Mixto,2026-03-07 21:01,2026-03-07 21:01
heraldo_aragon,24.3,75.7,9,28,37,445,Mixto,2026-03-07 21:01,2026-03-07 21:01
infolibre,14.3,85.7,3,18,21,69,Seguidor,2026-03-07 21:01,2026-03-07 21:01
elpais_internacional,0.0,100.0,0,1,1,18,Seguidor,2026-03-07 21:01,2026-03-07 21:01
elmundo_internacional,0.0,100.0,0,1,1,35,Seguidor,2026-03-07 21:01,2026-03-07 21:01
maldita,0.0,100.0,0,1,1,27,Seguidor,2026-03-07 21:01,2026-03-07 21:01
france24_es,66.7,33.3,8,4,12,86,Marcador de agenda,2026-03-07 21:31,2026-03-07 21:31
newtral,66.7,33.3,2,1,3,13,Marcador de agenda,2026-03-07 21:31,2026-03-07 21:31
google_news_es,58.5,41.5,48,34,82,296,Marcador de agenda,2026-03-07 21:31,2026-03-07 21:31
europapress,55.6,44.4,5,4,9,30,Marcador de agenda,2026-03-07 21:31,2026-03-07 21:31
lavanguardia,52.4,47.6,33,30,63,343,Marcador de agenda,2026-03-07 21:31,2026-03-07 21:31
bbc_mundo,50.0,50.0,3,3,6,34,Marcador de agenda,2026-03-07 21:31,2026-03-07 21:31
huffington_es,50.0,50.0,13,13,26,113,Marcador de agenda,2026-03-07 21:31,2026-03-07 21:31
eldiario,48.6,51.4,18,19,37,171,Marcador de agenda,2026-03-07 21:31,2026-03-07 21:31
elcorreo,45.5,54.5,10,12,22,178,Marcador de agenda,2026-03-07 21:31,2026-03-07 21:31
elmundo,42.9,57.1,9,12,21,91,Marcador de agenda,2026-03-07 21:31,2026-03-07 21:31
elmundo_espana,42.9,57.1,3,4,7,55,Marcador de agenda,2026-03-07 21:31,2026-03-07 21:31
google_news_politica,37.5,62.5,6,10,16,70,Mixto,2026-03-07 21:31,2026-03-07 21:31
okdiario,36.4,63.6,12,21,33,292,Mixto,2026-03-07 21:31,2026-03-07 21:31
expansion,35.3,64.7,6,11,17,117,Mixto,2026-03-07 21:31,2026-03-07 21:31
elpais,34.6,65.4,18,34,52,265,Mixto,2026-03-07 21:31,2026-03-07 21:31
elespanol,32.0,68.0,8,17,25,74,Mixto,2026-03-07 21:31,2026-03-07 21:31
levante_emv,30.8,69.2,12,27,39,221,Mixto,2026-03-07 21:31,2026-03-07 21:31
20minutos,29.7,70.3,19,45,64,361,Mixto,2026-03-07 21:31,2026-03-07 21:31
heraldo_aragon,26.2,73.8,11,31,42,450,Mixto,2026-03-07 21:31,2026-03-07 21:31
elconfidencial,25.0,75.0,3,9,12,29,Mixto,2026-03-07 21:31,2026-03-07 21:31
infolibre,19.0,81.0,4,17,21,69,Seguidor,2026-03-07 21:31,2026-03-07 21:31
elpais_internacional,0.0,100.0,0,1,1,18,Seguidor,2026-03-07 21:31,2026-03-07 21:31
elmundo_internacional,0.0,100.0,0,1,1,35,Seguidor,2026-03-07 21:31,2026-03-07 21:31
maldita,0.0,100.0,0,1,1,27,Seguidor,2026-03-07 21:31,2026-03-07 21:31
france24_es,63.6,36.4,7,4,11,86,Marcador de agenda,2026-03-07 22:01,2026-03-07 22:01
google_news_es,63.0,37.0,51,30,81,301,Marcador de agenda,2026-03-07 22:01,2026-03-07 22:01
europapress,55.6,44.4,5,4,9,30,Marcador de agenda,2026-03-07 22:01,2026-03-07 22:01
lavanguardia,52.5,47.5,32,29,61,344,Marcador de agenda,2026-03-07 22:01,2026-03-07 22:01
bbc_mundo,50.0,50.0,3,3,6,34,Marcador de agenda,2026-03-07 22:01,2026-03-07 22:01
google_news_politica,50.0,50.0,8,8,16,70,Marcador de agenda,2026-03-07 22:01,2026-03-07 22:01
newtral,50.0,50.0,2,2,4,13,Marcador de agenda,2026-03-07 22:01,2026-03-07 22:01
huffington_es,50.0,50.0,12,12,24,114,Marcador de agenda,2026-03-07 22:01,2026-03-07 22:01
elcorreo,41.7,58.3,10,14,24,180,Marcador de agenda,2026-03-07 22:01,2026-03-07 22:01
okdiario,41.2,58.8,14,20,34,293,Marcador de agenda,2026-03-07 22:01,2026-03-07 22:01
elpais,40.0,60.0,22,33,55,267,Marcador de agenda,2026-03-07 22:01,2026-03-07 22:01
eldiario,38.9,61.1,14,22,36,173,Mixto,2026-03-07 22:01,2026-03-07 22:01
elmundo,38.1,61.9,8,13,21,91,Mixto,2026-03-07 22:01,2026-03-07 22:01
expansion,35.3,64.7,6,11,17,117,Mixto,2026-03-07 22:01,2026-03-07 22:01
elespanol,33.3,66.7,8,16,24,74,Mixto,2026-03-07 22:01,2026-03-07 22:01
elmundo_espana,33.3,66.7,2,4,6,52,Mixto,2026-03-07 22:01,2026-03-07 22:01
levante_emv,29.3,70.7,12,29,41,226,Mixto,2026-03-07 22:01,2026-03-07 22:01
20minutos,28.8,71.2,19,47,66,371,Mixto,2026-03-07 22:01,2026-03-07 22:01
heraldo_aragon,27.9,72.1,12,31,43,450,Mixto,2026-03-07 22:01,2026-03-07 22:01
elconfidencial,27.3,72.7,3,8,11,29,Mixto,2026-03-07 22:01,2026-03-07 22:01
infolibre,14.3,85.7,3,18,21,69,Seguidor,2026-03-07 22:01,2026-03-07 22:01
elpais_internacional,0.0,100.0,0,2,2,18,Seguidor,2026-03-07 22:01,2026-03-07 22:01
elmundo_internacional,0.0,100.0,0,1,1,32,Seguidor,2026-03-07 22:01,2026-03-07 22:01
maldita,0.0,100.0,0,1,1,27,Seguidor,2026-03-07 22:01,2026-03-07 22:01
google_news_es,66.2,33.8,53,27,80,304,Marcador de agenda,2026-03-07 22:32,2026-03-07 22:32
bbc_mundo,57.1,42.9,4,3,7,34,Marcador de agenda,2026-03-07 22:32,2026-03-07 22:32
europapress,55.6,44.4,5,4,9,30,Marcador de agenda,2026-03-07 22:32,2026-03-07 22:32
france24_es,55.6,44.4,5,4,9,86,Marcador de agenda,2026-03-07 22:32,2026-03-07 22:32
newtral,50.0,50.0,2,2,4,13,Marcador de agenda,2026-03-07 22:32,2026-03-07 22:32
lavanguardia,49.2,50.8,31,32,63,346,Marcador de agenda,2026-03-07 22:32,2026-03-07 22:32
huffington_es,47.8,52.2,11,12,23,115,Marcador de agenda,2026-03-07 22:32,2026-03-07 22:32
google_news_politica,47.1,52.9,8,9,17,71,Marcador de agenda,2026-03-07 22:32,2026-03-07 22:32
okdiario,42.9,57.1,15,20,35,296,Marcador de agenda,2026-03-07 22:32,2026-03-07 22:32
elmundo,40.9,59.1,9,13,22,91,Marcador de agenda,2026-03-07 22:32,2026-03-07 22:32
elcorreo,40.9,59.1,9,13,22,183,Marcador de agenda,2026-03-07 22:32,2026-03-07 22:32
elespanol,37.5,62.5,9,15,24,74,Mixto,2026-03-07 22:32,2026-03-07 22:32
expansion,37.5,62.5,6,10,16,117,Mixto,2026-03-07 22:32,2026-03-07 22:32
eldiario,36.8,63.2,14,24,38,174,Mixto,2026-03-07 22:32,2026-03-07 22:32
elpais,33.9,66.1,19,37,56,268,Mixto,2026-03-07 22:32,2026-03-07 22:32
elmundo_espana,33.3,66.7,2,4,6,52,Mixto,2026-03-07 22:32,2026-03-07 22:32
levante_emv,31.1,68.9,14,31,45,229,Mixto,2026-03-07 22:32,2026-03-07 22:32
20minutos,30.2,69.8,19,44,63,380,Mixto,2026-03-07 22:32,2026-03-07 22:32
heraldo_aragon,27.9,72.1,12,31,43,451,Mixto,2026-03-07 22:32,2026-03-07 22:32
elconfidencial,27.3,72.7,3,8,11,29,Mixto,2026-03-07 22:32,2026-03-07 22:32
infolibre,18.2,81.8,4,18,22,69,Seguidor,2026-03-07 22:32,2026-03-07 22:32
elmundo_internacional,0.0,100.0,0,1,1,32,Seguidor,2026-03-07 22:32,2026-03-07 22:32
maldita,0.0,100.0,0,1,1,27,Seguidor,2026-03-07 22:32,2026-03-07 22:32
elpais_internacional,0.0,100.0,0,2,2,19,Seguidor,2026-03-07 22:32,2026-03-07 22:32
